@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'mesmo falar olimpíada ir caos criticar atleta desistindo alegando medo zika qualquer coisa',news
'assistir clássico contra bicharada sogro puta zika hj jeito vaicorinthiam saravasãojorge',noise
'cuidado miga pegar sapo zika vírus etc',noise
'bruno soar critico duramente desistência tenista “a desculpa zika vírus url url',news
'número golfe desiste jogo olímpico dever viru zika url',news
'c mt dor corpo var sera c dengue pqp',relevant
'hoje volta dengue zico chicungunha década numeral grupo cientista instituto oswaldo url',news
'obama vir rio medo zika viru obvio alegaro agenda cheio etc',news
'bom dia acordar domingo numeral manhã suspeito zika',relevant
'retweet zika virar desculpa esportista milionário interesse olimpíada tenista golfista astr',news
'tenista milo raonic simão halep desistem ir rio numeral causa zika olimpiado rio folha url',news
'pesquisa epidemia zika américo latino dever acabar só numeral ano url',news
'zika vírus responsável baixa rio halep desistir disputa url url',news
'https t co qpkrj numeral nm numeral f manhã criança dengue url',noise
'número caso zika explode novo york url',news
'uma dor corpo saber ontem dengue',relevant
'zika início ano coceira dor corpo cabeça exceção azarenka grávida nenhum medo real conhecesse',relevant
'retweet vário esportista desistindo olimpíada causa zika vírus url',news
'retweet vírus agressivo dengue avança país mostrar dado ministério url',news
'retweet zika fim surto américo latino daqui dois três ano url',news
'aedesaegypti alguém usa lâmpadar assim matar aede aegypti eficaz url url',news
'contribuição japão olimpíada país golpe zika crime url',news
'acho assim dengue adorar corpo',relevant
'pouco ano chegar brasil zika vírus atingir numeral país url url',news
'zika vírus alegar outro motivo',noise
'fofo dê piveto zika quebrado criança url',noise
'três tenista desistem olimpíada rio medo zika além competição rentável rio afugenta mau gestão mole',news
'mosquito mascot troll senate republicam at zika hearing url vía',noise
'juizdefor jfclipping destaques epidemia zika vírus ir acabar três ano url',news
'dormi numeral hora menos dor corpo caralho dengue',relevant
'atleta desistindo ver p olimpíada medo zika dever insuportável ae doença aturam k',noise
'retweet zika viru capitalism infectiou horror without end url vía',noise
'pois ironia dessa doença resultado sujeira povo governo ñ ir rua fazer mutiro exemplar url',news
'tanto terrorista solto mundo gente preocupar zika olimpíada url',news
'retweet lançar edital estudo sobre zika url url',news
'ainda acreditando raonic ir ver causa zika',news
'cara tudo medo pegar zika olimpíada preocuparia algo mau',news
'ai combater zika dengue espanta mosquito',news
'retweet brasil consegue conter proliferação mosquito dengue ministro vir url',news
'zika viru pintcher :heart_eyes::clap: :joy: :joy: :joy: :joy:',noise
'tenista retiran olimpiado zika voz américo',news
'retweet mosquito dengue lesbico url',noise
'zika viru seriou issue rio numeral url',noise
'agora zika vírus',noise
'retweet caso dengue recuar numeral goiá primeiro semestre deste ano url',news
'quero dogo cheio aid queijo zika viru dois salsicha',noise
'retweet chegar questão numeral tá lendo vaga lume matou tigre dengue causa café pap',noise
'nacional confirma primer contagio zika va sexual url',news
'alérgico porra ne ai eh escolher morte quero falta ar zika',noise
'retweet pombo trazer doença zal dengue pombo',noise
'mosquito dengue funny ngm merece camilla',noise
'retweet zika vírus lista outro motivo lamentável url',news
'torcendo singapuro apenas causa colega nome maravilhoso tipo dengue little mama',noise
'retweet canadense finalista wimbledon ir olimpíada zika url',news
'pitty levar lance gravidez hormonio serio dever apenas curtir momento gostoso lamento preocupa zika',news
'compartilhei vídeo central park lotado causa vaporeon aqui gente encontra dengue',noise
'estudioso descobrem nostradamus previu isil zika viru presidente progressista terra liberdade url',news
'dengue numeral único doença derrubar força hoje',relevant
'tenista golfista milionário dar famoso migue vir pro rj causa zika funny',news
'esperar tenista darem trás culpar zika desculpa jogarem olimpíada rio numeral',news
'retweet ai acabei matar mosquito todo característica mosquito dengue espero c',relevant
'ah saber aufhdnshf olha curti p daí nao dever porque fiquei doente bem epidemia dengue msm assim',relevant
'tar bue medo ficar zika causa mosquito',relevant
'golpe zika disseminar mosquito importado preconceito religioso favorece olympics numeral',news
'ai deus mosquito picou dengue zika viru',relevant
'direção tqt querer tanto morte tão jogando zika',noise
'mosquito zika aqui',noise
'retweet mae dês crianca pego zika filho naseu co microsefalia noa passe dexa amém louiseguenoil url',news
'quase mês escutar música ferrugem escuta numeral vez volta mente tipo zika vírus',noise
'retweet prefirofankdokeroque querer funkeiro coisa fazer cosplay zika vírus outro funkeiros rockeiros url',noise
'lavo seco hidrato sujo foço um pentear zika vírus fo tudo ainda levo comer',noise
'zika vírus rebentando aqui sala',noise
'chegar numeral número óbito dengue cear numeral estado contabiliza numeral numeral notificação secretar url',news
'ta criando dengue copo bebe porra logo deixa ficar mole noil ir bater :joy: :joy: :joy: ah amor familiar :two_hearts:',noise
'laura muller mosquito dengue picar pego aid altashor',noise
'mapa zika viru curtir',noise
'amigo saber tavo suspeito dengue ainda sair resultado d td exame',relevant
'tavo zika alem disso peguei viru deixa pioir ja tavo',relevant
'tomaro zika viru',relevant
'zika poder provocar lesão cerebral bebês microcefalia url uncategorized',news
'sabe zika vírus url',news
'retweet casa tá cheio mosquito assim ficar difícil desviar zika deus',relevant
'zika vírus poder transmitido relação https t co v:man:aozsy numeral url',news
'retweet chikungunya médico ainda saber direito tratar paciente url',news
'retweet zika chicungunha dengue h numeral n numeral corrupção violência acho estado islâmico chegar brasil ir pena',noise
'retweet amigo chamar zika viru',noise
'retweet vírus zika presente todo território nacional url url',news
'então sr homem sexo amigo queria saber verdade passa dengue assim',relevant
'todo mundo reclama mosquito dengue porque conhecer sogro favertnamafiasdv',noise
'claro tretar gringo facebook causa mercenário tão culpando zika nao ver olimpíada',noise
'gostar vídeo url zika olimpíada tradução simultâneo dilma',news
'video zika viru novo ordem mundia veja url',noise
'retweet medo zika tira berdych olimpíada url',news
'zika viru atingir floripa massa',news
'desiste jogo causa zika padece febre amarela saber padece parece',news
'nesse sentido concordo bruno ver ponto chance aceitável dizer causa zika vergonhoso',news
'seguro jogar pokemon go brazil causa zika vírus ir tomar cu real',noise
'sim zika viru',noise
'vc pensar grano igual golfista ñ viro rio numeral causa zika funny',noise
'éo exame ea zika porra :underage: : numeral :',noise
'notícia sobre pulverização veneno contra dengue aviação penso pq ensino população deixar porco utilizar lixo',news
'angelino jolie pegado zika vírus dizer tabloide url',news
'retweet reação falar decisão difícil irei olimpíada causa zika vírus url',news
'dengue aumentar dever população saber descartar lixo lixeira chão rio esgoto rua lixeira população porco',news
'bruno soar detão desistência olimpíada zika desculpa fraco esporte estadão https t co qatoa numeral u numeral wo',news
'bom reportagem tenista desistir causa zika veio janeiro pro rio open sitú tavo caótico funny',news
'retweet gostar campanha personagem vila sésamo tv cultura dizer mosquito pica tchau zika',news
'febre passa melhorar ir médico segundo poder dengue novo puta pariuu',relevant
'gente povo falar vir pro brasil causa zika jmakajsbsjsjjsnsbusj mentira tao medo terrorismo',news
'pois parece drama né gente parado foco mosquito dengue',noise
'zika toma cuidado zika voltar causa dessa cartoon tão zika',noise
'retweet olha olimpíada aí gente sonho competir ir ponto putz zika deixar preocupar v',noise
'zika perigoso grávida',relevant
'atleta desistindo olimpiado causa viru zika poupe jk',noise
'raonic outro agora vez berdych desistir olimpíada alegando medo zika tá bom amigo inventar outro :+ numeral :🏽',news
'amigo mosquito dengue picou deixar brinde chikungunya pense negócio url',news
'ñ sair cm dengue porque entrei cm camisa água hsndhfushsuahsudjshjakjsaddnxdxnmjcndjnc',noise
'retweet sair tutorial combater mosquito dengue url',news
'epidemia zika poder acabar três ano dizer estudo science url',news
'fiz cartaz sobre zika vírus pr ninguém falar',noise
'retweet tenista raonic halep desistem olimpíada causa vírus zika url url',news
'retweeted timão desde criança soar critico desistência tênis dever zika federação url',news
'porra cartola ta todo bugado poder ta zika vírus',noise
'retweet conheço repelente infalível ponto ranking tenista principalmente golfista url',news
'imagino doença doença dengue url',news
'parece alguém ir comprar ingresso causa url',news
'retweet bruno soar ver desculpa fraco desistente jogo conta zika vírus url url',news
'ir aprender mecher twitter primeiro xinga mosquito dengue url',noise
'retweet zika dengue chicungunha perceberem zoeira agora percebero nunca :joy:',noise
'diferença né lélio contra terrorismo atleta super esquema segurança zika funny',noise
'tenista desistir olimpíada causa zika ta bom sentar lo cláudia',news
'zika vírus funny matheu eh mau pessoa desse mundo',noise
'trânsito superfaturamento violência zika crise saúde impeachment numeral praga rio causar inveja ego',news
'sair mosquito dengue feioso',noise
'gazeta assaí registrar numeral º caso transmissão sexual zika d url',news
'vi gabiru nada poe zika viru',noise
'tomar vitamina c bebi mosquito junto querer delícia vitamina c sabor laranja zika vírus',noise
'morcego podem ajudar combater mosquito transmissor zika url',news
'tá engraçar homem medo zika homem homem poder prejudicar caso gravidez',news
'talvez novo dengue nunca senti tanto dor corpo',relevant
'nego deixar ver olimpíada causa zika filho último problema zika',news
'aham zika viru beijo',noise
'sábado tá tão parado tá virando criadouro mosquito dengue misericredo',noise
'tomei banho gelar tirar zika corpo porque hoje noite promete :sunglasses:',noise
'vir rio numeral causa zika h m url',news
'retweet olha espero olimpiado passe mania zika irei rir desse atleta almofada',news
'tenista anunciar desistência olimpíada rio dever preocupação vírus zika toma berd url',news
'mancha causa zika horrível coça :sob:',relevant
'estudo indicar numeral numeral atleta desistir olimpíada causa zika mentindo cara dura',noise
'j caso dengue recuar numeral estado goiá nenhum município goiano aponta alto risco doença url',news
'acaso vírus zika dengue chikungunya atingem população negro infelizmente url',news
'medo dormir acordar amanhã numeral tenista olimpíada citar zika motivo',noise
'caso dengue recuar numeral estado goiá jornal opção url',news
'pego dengue outro agosto olimpíada url',news
'retweet suspeito zika tira jogador csa partida série d url url',news
'retweet afilhado olhar blusa falar olha aqui mosquito dengue chikunbunya url',news
'tenista toma berdych desiste ir olimpíada dever vírus zika url url',news
'entenda zika vírus url',news
'brasil ñ consegue combater mosquito dengue dizer terrorismo funny',noise
'retweet falamo sobre zika olimpíada url url',news
'vish indirera bgl criança zika',noise
'retweet coletivo bruno soar acabar detonar tenista vir olimpíada dar desculpa zika',news
'retweet atp wta retirar ponto tênis olimpíada ponto dinheiro algum tenista usar zika descu',news
'vc tão certo dor mosquito zika vírus causa dar gente mau vida fiquei andar ficar :joy:',noise
'outro ponto comparar casos mortes zika demais doença vário país circuito passa',noise
'capaz olímpiado rio numeral atleta vária modalidade recusar ver porque tão medo zika vírus funny',noise
'eito suspeito dengue deixa tomar aspirina aa ficar bem querido',relevant
'retweet ministro saúde engenheiro portanto url tal gente certa lugar url',news
'bruno soar critico tenista usar zika viru desculpa desistir olimpíada url leianosanta',news
'retweet vergonha tenista falar ñ vir causa zika ñ vir porque ñ soma ponto ranking ñ premiação dinhei',news
'berdych tenista desistir olimpíada medo vírus zika hoje dia url',news
'zika gíria quebrado antes vírus',noise
'arte ensinar aprender cartaz numeral º ano combate dengue eixo inglês url',noise
'retweet dizer mosquito dengue url',noise
'entao ir fazer parte mosquito sempre fazer picar procriar url',news
'retweet paraná registro numeral ª morte dengue dizer secretaria saúde url',news
'retweet numeral numeral caso confirmado chikungunya numeral pessoa morrer url',news
'retweet eua dizer risco pegarem zika olimpíada baixo url',news
'retweet distrito federal numeral novo caso dengue semana url',news
'retweet sigame crescer circulação vírus agressivo dengue numeral numeral mil amostra positiva dengue neste url',news
'retweet vacina contra zika testado humano fevereiro segundo iec url',news
'retweet rio preto numeral mil caso positivo dengue neste ano url',news
'marido dengue gatorade primeiro coisa medico cortar cm sabe oq bom dar né',relevant
'retweet aliás importante frisar anotando caderno nome todo mundo tá desistindo rio causa zika v',noise
'bonito gatorade recomendar caso dengue porque isotônico nesse caso bom agua coco suco agua',news
'pessoa morrendo chikungunya ministro saúde falar povo inventando doença eh desgoverno dizer mau',news
'acabei matar pernilongo dengue url',relevant
'cuba confirma dois novo caso importado vírus zika cuba confirmar neste sábado dois novo caso ví url',news
'acontecer agora palestra sobre prevenção dengue ano carolino ribeiro iec danubia franco vigilância url',news
'retweet munik coração partido porque vanessa suspeito dengue :worried: :pensive:',relevant
'vírus agressivo dengue avança brasil além considerar especialista virulento url',news
'poder vim celebridade olímpico zika vírus nada perto disso aí oh povo poder mudar url',news
'pudesse faria tenista ir aula motivo medo zika vírus',noise
'outro tenista desistir causa zika karolino pliskovo',news
'existir vária forma proteger picada aede mosquito transmissor vírus zika url',news
'retweet sobre tenista desistindo ver rio causa zika faro falta',news
'vírus agressivo dengue avança brasil saiba url url',news
'favela zika balança cair verdade outro piranhagem carai',noise
'agora zika vírus imaginação povo muito incompetência',news
'zika numeral dia olimpíada',noise
'retweet pernambuco chikungunya triplo letalidade esperavo doença url url',news
'caso dengue caem numeral área piracicaba aede transgênico url',news
'medicamento contra indicado caso suspeito dengue queria saber medicamento indicado suspeito dengue',relevant
'final julho ano passar perdi numeral festa porque tavo suspeito dengue lembrar lembro quase morro',relevant
'medo vírus zika tira dois tenista top numeral olimpíada raonic halep globoesporte url',news
'retweet porque ó morrendo dor keven ta c suspeito dengue pitter c gripe talil operado lidar',relevant
'csa regularizado meia didiro washington apto enfrentar parnahyba amanhã didiro suspeito zika',relevant
'pessoa precisar aprender diferença epidemia acontecer zika pandemia h numeral n numeral url',news
'número caso chikungunya neste ano brasil quase nove vez grande url url',news
'pessoal cuidado encontrarem mosquito pois mosquito vetor dengue zika url',relevant
'retweet legal jogador tênis dizer vir olimpíada causa zika verdade causa ca',news
'caso dengue campo numeral grande ano passar url',news
'jeito falar parece vivemo calamidade zika vírus bem verdade mau agora tá bem bom',news
'gringo desistindo disputar olimpíada conta zika vírus bom sobra ouro tudo',news
'acho frescura imenso desistir causa zika inventar qlqr desculpa culpa',news
'desculpa m medo vírus nenhum brasileiro sair casa 🙄🙄 url',news
'cara desistindo ver conta mosquito tsc tsc tsc missa cê saber metade gringo url',news
'ribeirão preto registro numeral numeral mil caso dengue numeral º semestre url',news
'sim dumond laboratório nac computação científico pesquisa zika parado ñ pagar conta luz cidade olimpíada',news
'pessoal usando zika desculpa ver pra olimpíada porque mega prêmio dinheiro',news
'tenista desiste olímpiado medo zika toma berdych número numeral ranking atp anunciar qu url',news
'velho olimpíada nesse país merda vivemo dizer riodejaneiro brazil brasil triste paz desligaobrasil zika',noise
'pequeno dever achar nome algum doença tropical dengue febre amarela zika bolsonaro',noise
'medo vírus zika aparecer tênis golf porque olimpíada lucrativo atleta url',news
'cercar crush zika vírus',noise
'amigo usem camisa caso zika viru transmo sexualmente',news
'motivo sobra rolo grano somar ponto ranking violência absurdo falta estrutura alegação zika vírus',news
'teste zika passa cobertura obrigatória plano saúde url',news
'retweet novo boletim aponta numeral numeral mil caso zika confirmado manau url url',news
'uma estrela esporte usando zika ver olimpíada',news
'retweet mosquito dengue vir ser derrotar mosquito dengue modificado geneticamente url possíve',news
'pesquisador usar curcumina contra mosquito dengue url',news
'acumulo criança parada causa dengue disque',noise
'breno ficar zika causa disso',relevant
'caso dengue recuar numeral goiá portal goiá url',news
'caraca gringo escroto cancelar coisa causa zika caraca achar bota cada pego',news
'quatro tenista desistir participar olimpíada rj causa zika vírus tcheco toma berdych url',news
'simples ação fazer diferença luta contra mosquito causador dengue chikungunya zika :wink: url',news
'notícia presidente federação tênis tranquiliza jogador respeito zika url poa',news
'retweet bando tenista abandonando jogo rio medo zika saber incidência doença florido',news
'medo vírus zika berdych desiste jogo olímpico url',news
'todo mundo ta perguntando sobre terrorismo seguranca zika viru dificil :grin:',noise
'após todo ser infectado lindo url',noise
'vírus zika fazer berdych desistir jogo olímpico rio numeral url',news
'parece dengue mané dor corpo crlh',relevant
'dado confirmar sorotipo agressivo vírus dengue avança país url',news
'retweet toma berdych tenista desistir olimpíada causa zika url uolnaolimpíado url',news
'falta interesse medalha causa efeito url',news
'pb dengue numeral numeral caso notificado chikungunya numeral numeral zika numeral numeral todo doença associado aede aegypti',news
'retweet vírus ta proliferando guri tudo zika url',news
'rn numeral numeral caso dengue confirmado ser numeral dengue grave dizer sesap url',news
'tenista desiste olímpiado medo zika url',news
'dizer vir pro rio motivo zika ótimo desculpa porém caso nitidamente tênis ex',news
'mosquito fazer estrago imaginem isil url',noise
'retweet dengue cair numeral área piracicaba receber aede modificado geneticamente url url',news
'rio numeral tenista milo raonic desiste olimpíada cita zika url',news
'confiro vídeo campanha governo estado contra dengue zika vírus organização mundial saúde url',news
'so peguei dengue porque tavo camisa funny',noise
'berdych renuncia jogo receio vírus zika url',news
'atleta desistindo vim olimpíada conta zika vírus',news
'atleta desistir olimpíada medo zika aqui mosquito',news
'daqui nada ir ninguém jo causa zika brasil ficar menos problema',news
'todo mundo dar trás causa zika funny',noise
'berdych tenista desistir olimpíada medo vírus zika dia canadense milo ra url',news
'caixa água cheio larva mosquito dengue aqui casa mae ta querendo jogar água fia nao adianta',relevant
':zap:️ “medo zika três tenista desistem olimpíada” url imagino ficar saber coisa acontecer lá',news
'raonic ir disputar olimpíada medo zika vírus numeral º top numeral vir motivo',news
'retweet lutra contra zika poder parar limpe local possuem água parada procure possível foco mosquito use',news
'número caso zika explode novo york the bruzundangastime url',news
'retweet tenista toma berdych desiste disputar olimpíada rio janeiro medo zika url url',news
'preocupante epidemia zika vírus proliferação música ludmilla',noise
'retweet om declara emergencia sanitaria mundial viru zika url',news
'retweet todo tenista vir olimpíada citar medo zika desculpa espero flopem eua cana',news
'campo numeral gestante suspeito zika numeral caso dengue url',news
'retweet berdych cita vírus zika abrir mão rio três top numeral masculino dois justificativo url',news
'tenista toma berdych desiste ir olimpíada dever vírus zika tenista anunciar desistência url',news
'brasil tenista toma berdych desiste ir olimpíada dever vírus zika ten url lo playmaker mx',news
'folha s paulo bra tenista toma berdych desiste ir olimpíada dever vírus zika ma url vía j m v',news
'tenista toma berdych desiste ir olimpíada dever vírus zika decisão comunicado twitter url',news
'queria saber zika vírus povo tá desistindo tanto olimpíada poder inventar outro história jogar',news
'tanto atleta desistindo olimpíada medo zika vírus achando zika vírus gíria doping',news
'atual parado foco mosquito dengue url',news
'retweet pessoa percebem fazer marionete imprensa exemplo zika pararam falar sobre causa',noise
'retweet queda numeral caso dengue bairro piracicaba destaque cadê cura url url',news
'tenil atp renuncia rio numeral temor al viru zika url',news
':joy: :joy: :joy: :joy: :joy: vacina contra dengue funny tavo loko tudo',noise
'medo zika vírus omg',news
'berdych desistir jogo rio medo vírus zika tcheco toma url',news
'caso dengue crescer numeral apenas treze dia campo url',news
'cuba confirma dois novo caso importado vírus zika url',news
'atleta vir olimpíada causa zika conhece produto tecnológico chamar repelente',news
'sdd tl movimentar época b tá parda água mosquito dengue',noise
'tratei dengue casa hospital ver plaqueta exato',relevant
'então tá dizer torno terço população rio certeza zika viru url',news
'retweet agir pureza atitude admiro saber vacilação tá matando zika vírus',noise
'vírus agressivo dengue avança país embora maioria caso dengue brasil ainda cau url',news
'olimpíada dar ponto ranking dinheiro premiação zika desculpa',noise
'betacaralhudosan tenista toma berdych desiste ir olimpíada dever vírus zika url betacaralhudosan',news
'olimpíada brasil risco propagação global zika m url',news
'bom repelente ninguém ir medo zika url',news
'perto atrocidade assolam mundo zikaviru borboleta tarde primavera espn rio numeral url',news
'viru zika aperfeiçoando ver pego bolt jogo olimpico',noise
'retweet pesquisa sugerir pernilongo aede poderia grande transmissor zika país url',news
'atleta desiste participar olimpíada rio medo zika cara dar zico dois vez numeral mês aqui',news
'tenista desistindo olimpiado causa zika porque olimpiado nao paga numeral milhoe premiação',news
'abar agora falta manchete olimpíada desiste ir brasil medo zika',noise
'retweet hospital dengue acho',relevant
'rj mil outro coisa preocupar atleta homem desiste causa zika nar',noise
'novo nome mosquito zika conta ponto ranking',noise
'andar carruagem medalha olímpico tênis ir ficar pro vírus zika desistência atleta',noise
'atleta desitindo olimpiado causa zika amor deus ate parece algum risco d pegar',noise
'tenista dar desculpa zika vírus ver jogar jogo olímpico coisa ridícula último tempo',noise
'americano dor cotovelo porque ir sediar olimpíada ficar fazer piada zika gente sé ofender original',noise
'simonahalep anunciar vir rio janeiro olimpíada conta zika url',news
'ma bom ninguém ir flórido auge zika fevereiro rio open ninguém infectado',news
'retweet serio gente feio d tenista falar vir causa zika verdade contar ponto ran',noise
'transmissão sexual zika homem homem notificado eua url',news
'olimpíada verão dizer estação perigoso relação zika funny',noise
'torneio tênis olimpíada rio numeral cada dia enfraquecer url',news
'mae chamar rapaz vestido olavo mosquito dengue funny',noise
'retweet berdych desiste jogo olímpico medo zika vírus url',news
'retweet causa zika bota conta url',news
'galera tênis golfe falar vir causa zika ate hope solo cair real',noise
'big four vir olimpíada raonic berdych fila zika ops fila pão',noise
'vir perdem cc ob vi nenhum mosquito mortal zika url',news
'diagnostican nuevo caso importado zika url',news
'epidemia zika viru inverno alguem conta pro cara',news
'começando ficar incomodado atleta falar vir pra olimpíada causa zika',noise
'retweet culpa verdade itf ficar mau brasil gringo saber nada zika presumem olimpíada',noise
'agência onu usar tecnologia contra mosquito vírus zika url agrosoftpolítico',news
'agora único sincero isner dizer preocupa outro torneio zika desculpa feu demais',noise
'pessoal tênis tudo puto um par tenista medo zika viro olimpíada',noise
'acho população fazer ficar imaginando câncer tumor zika cada numeral aparecer :triumph:',noise
'halep raonic viro rio numeral medo zika vírus medo perder tirar vontade ganhar semouro',noise
'aede reinventar penetrar firme outro maneira url',news
'entendo porque gringo tão tanto medo zika caraca grávida nada demais',noise
'obrigado marcelo zika vírus',noise
'artigo sobre zika homem pegar homem ato sexual transar qd tavo doente numeral dia menstruação ah numeral ano',noise
'dengue eh doença desgraçado',relevant
'retweet tenista golfista covarde desistindo olimpíada causa calendário alegando zika',noise
'cientista americano registrar primeiro caso transmissão zika vírus relação sexual',news
'caetano queda drástico numeral numeral caso dengue url url',news
'fazer sabonete repelente caseiro natural anti zico dengue chikungunya url',news
'supercomputador fazer numeral pesquisa verba federal vírus zika url',news
'outro atleta usando zika vírus explicação virem tenista porque ta parecendo desculpa fundamento',noise
'retweet sério tá feio tenista usarem zika desculpa tão óbvio vir porque olimpíada conta pont',noise
'retweet toma berdych rinuncia all olimpiade di rio per pauro del viru zika url',news
'anemia dengue zico vírus numeral º serie caneca musical numeral julho numeral url',news
'favela zika balança cair',noise
'ir fugir responsabilidade usando zika viru justificativo',noise
'tenista atleta geral viro conta zika viru péssimo condição país url',news
'retweet raonic vir causa zika atleta golf tb tudo atleta esporte milionário arrumando desculpa esfarrapad',noise
'enquanto raonic halep dolgopolov tbm antigo causa zika',noise
'atleta dever estudar bem zika vírus parar arrumar desculpa',news
'zika vírus mundo inteiro medo ver brasil url',news
'zika cabeça brasileiro ir olimpíada atleta querer ver url',noise
'patente zika vírus pertencente fundação rockefeller url',news
'abortar bebê zika vírus sim url',noise
'drástico aumento caso zika url url',news
'olheiro hj tá assustar mosquito dengue',noise
'após criação soltura mosquito transgênico nordeste caso zika vírus surgir numeral url',news
'retweet ministro saúde causa zika imaginária upa numeral h inchar fila su tomar soro voltar an',relevant
'retweet crescer circulação vírus agressivo dengue sp pa df url',news
'ministro saúde imaginei zika após dizer surto fiquei quase numeral ano sentindo sintoma imaginário',noise
'toma cu ir passar cara ta bom frente criança dengue ta esperar tr hora fila',relevant
'febre goia perigoso lq gente aqui morrendo h numeral n numeral meningite dengue pegando zico adoidar',relevant
'retweet doença colocar nome tico mia bah quitéria isador pinto mia romba zika viru',noise
'dor corpo todo igual tavo dengue ruim',relevant
'porque falei mosquito dengue bonito',noise
'epidemia zika acabar só três ano dizer cientista pesquisador imperial college london afi url',news
'mosquito genéticamente modificado sucesso combate dengue url',news
'creio zika pegar cara quantum dor corpo :cry: :cry: :cry:',relevant
'vozikaresponde ola vo zika oq senhor acha fazer sexo menstruado igo gato caralho url',noise
'retweet linda sair banho esquece enxugar bem barriga porque poder pegar doença agua parada pneu dar dengue',noise
'aede bem reduz numeral caso dengue piracicaba url',news
'retweet raonic vir rio causa zika ir fazer muito falta url',noise
'pesquisador afirmar pernilongo comum principal transmissor zika aede url url',news
'ué gênio governo pensar cassar mosquito dengue cinco cunha',noise
'saibro ainda desistência causa zika talvez repelente ainda grande tenista funny',noise
'ai certamente nunca pegar zika vírus url',noise
'zika so fazer mal homem gravido ainda maisnessa epoca ano migue safado mm',noise
'enfim aede voltar mídia url',news
'retweet febre chikungunya conheça causa sintoma tratamentos w suasaudevalemais br febre chikungunya',news
'reunião embaixador ministro saúde garante tranquilidade relação zika url url',news
'verdade tá cheio criança pai zika imaginária filho nascer microcefalia imaginária',noise
'sonoro ir tomar cu pro atleta vir pro rio causa zika vírus favor',noise
'equador registro numeral numeral caso dengue numeral numeral chicungunha total numeral numeral caso dengue fo url',news
'retweet brasil capacidade combater dengue presidente dizer país pronto terrorismo',news
'zika virar muleta pro atleta cansado agora halep raonic viro rio numeral temendo vírus',news
'caso dengue sobem numeral numeral levantamento fazer secretaria saúde rio preto url notícia new',news
'rio preto numeral mil caso positivo dengue neste ano numeral numeral novo caso positivo doença url',news
'brasil combate dengue preparar terrorismo url',news
'falar exército brasileiro inútil ficar combatendo zika sim falar ¯ ツ ¯',news
'rbr dengue vírus agressivo doença avança país url',news
'retweet dever dar orgulho turma síndrome vira lata url',news
'retweet ciclista campeão preocupar zika desiste olimpíada rio url',news
'zika vírus criado patentear família rockefeller objetivo matar milhão url',news
'caso dengue recuar numeral goiá goiá principal notícia goiá portal goiá url',news
'retweet abrir janela entra mosquito pernilongo abelha boi boiada zika onça jacaré dinossauro elefante girafa hiena tudo m',noise
'preocupado vírus zika raonic halep desistem rio numeral url',news
'retweet japonês oitavo golfista desiste rio numeral medo vírus zika url',news
'zika vírus tá fazer resenha aqui casa',relevant
'promotoria justiça recomenda intensificar ação contra dengue url',news
'riopreto rio preto numeral mil caso positivo dengue neste ano gl url new notícia',news
'eua anunciar numeral º transmissão zika homem homem sexual terra brasil autoridade estado unido url',news
'retweet eua registrar primeiro morte suspeito zika url url',news
'g numeral ribeirãoefranca ribeirão preto registro numeral numeral mil caso dengue numeral º semestre dizer saúde url eptvcidade',news
'ribeirão preto registro numeral numeral mil caso dengue numeral º semestre dizer saúde dado reforçar mau epidemia h url',news
'loko tá passar globo fazer castelo favela zika mano',noise
'retweet tá preparar zika vírus dizer pro terrorismo url',news
'dor corpo dor cabeça chikungunya',relevant
'timbeto globo ribeirão preto registro numeral numeral mil caso dengue numeral º semestre dizer saúde url operacaobetalab sigod',news
'retweet causa zika medo di golpista vampiro url',noise
'missãobetalab rio preto numeral mil caso positivo dengue neste ano numeral numeral url missãobetalab',news
'herenciageneticayenfermedad informação grupo específico zika vírus url',noise
'herenciageneticayenfermedad profissional saúde zika vírus cdc url',noise
'i numeral gornascimento i numeral gornascimento ribeirão preto registro numeral numeral mil caso dengue numeral º seme url',news
'retweet dado reforçar mau epidemia história numeral morte confirmado boletim aponta sete infectado chikungunya numeral gestante',news
'equador registro numeral numeral caso dengue numeral numeral chicungunha',news
'retweet dois baixo tênis olímpico anunciar grávida medo zika',noise
'herenciageneticayenfermedad recurso comunicação zika vírus cdc url',news
'herenciageneticayenfermedad sobre doença causado zika vírus zika víru url',news
'zika tenista canadense desistir olimpíada url',news
'epidemia zika primeiro caso registrar transmissão sexual vírus jornal globo url doença',news
'retweet adote bicho sair url graça zikavíru dengue',noise
'dengue numeral vez notícia dar medo url',news
'retweet pesquisa zikavíru dengue podem interação perigoso mostra estudo roedor url url',news
'aliviar sintoma zika vírus através alimentação url',news
'g numeral rio preto numeral mil caso positivo dengue neste ano notícia alerta dengue veja what url',news
'retweet vírus zika fazer raonic halep desistir jogo olímpico url url',news
'timbeto globo rio preto numeral mil caso positivo dengue neste ano url operacaobetalab sigodevolta',news
'alert zika viru in curaçao url traveldeal cheaptravel',noise
'secretaria saúde pernambuco participa reunião técnico sobre zika vírus lima peru url',news
'zika vírus ir interferir jogo olímpico url url',news
'caso dengue recuar numeral goiá url',news
'enfrentar governo pt falta saneamento basico gerar grande epidemia zika dengue etc larápio',noise
